date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:49	15247/15247	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202024%2023:36:50%20GMT	http://www.pakistantravelblog.com/wp-content/cache/wpfc-minified/7aj870ys/huk44.js	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/cache/wpfc-minified/7aj870ys/huk44.js	(from https://www.pakistantravelblog.com/)
19:54:53	107130/107130	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202024%2023:36:50%20GMT	http://www.pakistantravelblog.com/wp-content/cache/wpfc-minified/6vnlolo5/huk44.js	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/cache/wpfc-minified/6vnlolo5/huk44.js	(from https://www.pakistantravelblog.com/)
19:54:53	870/870	---M--	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2014:54:53%20GMT	https://www.pakistantravelblog.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/xmlrpc0db0.php	(from https://www.pakistantravelblog.com/)
19:54:53	760378/760378	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2014:54:53%20GMT	https://www.pakistantravelblog.com/wp-json/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-json/index.html	(from https://www.pakistantravelblog.com/)
19:54:54	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Fri,%2013%20Sep%202024%2014:54:57%20GMT	https://www.pakistantravelblog.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-includes/wlwmanifest.html	(from https://www.pakistantravelblog.com/)
19:54:58	2667/2667	---MC-	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2014:54:59%20GMT	https://www.pakistantravelblog.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.pakistantravelblog.com%2F&format=xml	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-json/oembed/1.0/embed4ef2	(from https://www.pakistantravelblog.com/)
19:55:40	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2014:55:43%20GMT	https://www.pakistantravelblog.com/store	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/store.11.delayed	(from https://www.pakistantravelblog.com/)
19:55:42	135765/135765	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:23%20GMT	https://www.pakistantravelblog.com/tag/gilgit-baltistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/gilgit-baltistan/index.html	(from https://www.pakistantravelblog.com/)
19:55:42	125094/125094	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:25%20GMT	https://www.pakistantravelblog.com/tag/hunza-valley/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/hunza-valley/index.html	(from https://www.pakistantravelblog.com/)
19:55:42	106162/106162	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Sep%202024%2014:55:43%20GMT	https://www.pakistantravelblog.com/tag/destinations/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/destinations/index.html	(from https://www.pakistantravelblog.com/)
19:55:43	131232/131232	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2008:53:34%20GMT	https://www.pakistantravelblog.com/tag/khyber-pakhtunkhwa/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/khyber-pakhtunkhwa/index.html	(from https://www.pakistantravelblog.com/)
19:55:43	132084/132084	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2008:53:13%20GMT	https://www.pakistantravelblog.com/tag/lahore/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/lahore/index.html	(from https://www.pakistantravelblog.com/)
19:55:43	134689/134689	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:30%20GMT	https://www.pakistantravelblog.com/tag/punjab/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/punjab/index.html	(from https://www.pakistantravelblog.com/)
19:55:44	134370/134370	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:33%20GMT	https://www.pakistantravelblog.com/tag/sindh/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/sindh/index.html	(from https://www.pakistantravelblog.com/)
19:55:44	5531/5531	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2014:55:46%20GMT	https://www.pakistantravelblog.com/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-loginc2b6.html	(from https://www.pakistantravelblog.com/)
19:55:44	128534/128534	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2001:22:21%20GMT	https://www.pakistantravelblog.com/tag/karachi/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/karachi/index.html	(from https://www.pakistantravelblog.com/)
19:55:45	128310/128310	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:36%20GMT	https://www.pakistantravelblog.com/tag/azad-kashmir/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/azad-kashmir/index.html	(from https://www.pakistantravelblog.com/)
19:55:45	125016/125016	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:38%20GMT	https://www.pakistantravelblog.com/tag/balochistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tag/balochistan/index.html	(from https://www.pakistantravelblog.com/)
19:55:45	136498/136498	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2008:54:02%20GMT	https://www.pakistantravelblog.com/category/travel-tips/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-tips/index.html	(from https://www.pakistantravelblog.com/)
19:55:45	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2014:55:48%20GMT	https://www.pakistantravelblog.com/about	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/about	(from https://www.pakistantravelblog.com/)
19:55:46	117406/117406	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:50:03%20GMT	https://www.pakistantravelblog.com/category/travel-tips/dos-and-donts/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-tips/dos-and-donts/index.html	(from https://www.pakistantravelblog.com/)
19:55:46	121883/121883	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:54%20GMT	https://www.pakistantravelblog.com/category/travel-tips/solo-female-travel/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-tips/solo-female-travel/index.html	(from https://www.pakistantravelblog.com/)
19:55:47	125911/125911	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:54%20GMT	https://www.pakistantravelblog.com/category/travel-tips/travel-safety-tips/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-tips/travel-safety-tips/index.html	(from https://www.pakistantravelblog.com/)
19:55:47	118558/118558	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2003:44:20%20GMT	https://www.pakistantravelblog.com/category/travel-tips/what-to-wear/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-tips/what-to-wear/index.html	(from https://www.pakistantravelblog.com/)
19:55:47	136285/136285	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2009:34:08%20GMT	https://www.pakistantravelblog.com/category/travel-guide/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-guide/index.html	(from https://www.pakistantravelblog.com/)
19:55:48	134316/134316	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202024%2021:31:41%20GMT	https://www.pakistantravelblog.com/category/food-guide/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/food-guide/index.html	(from https://www.pakistantravelblog.com/)
19:55:48	128401/128401	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:43%20GMT	https://www.pakistantravelblog.com/category/visa-to-pakistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/visa-to-pakistan/index.html	(from https://www.pakistantravelblog.com/)
19:55:49	124167/124167	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:50:03%20GMT	https://www.pakistantravelblog.com/category/visa-from-pakistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/visa-from-pakistan/index.html	(from https://www.pakistantravelblog.com/)
19:55:49	123981/123981	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:54%20GMT	https://www.pakistantravelblog.com/category/travel-guide/itineraries/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-guide/itineraries/index.html	(from https://www.pakistantravelblog.com/)
19:55:49	128776/128776	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2008:53:51%20GMT	https://www.pakistantravelblog.com/category/travel-resources/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-resources/index.html	(from https://www.pakistantravelblog.com/)
19:55:50	116971/116971	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:50:03%20GMT	https://www.pakistantravelblog.com/category/travel-resources/books/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-resources/books/index.html	(from https://www.pakistantravelblog.com/)
19:55:50	120825/120825	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:53%20GMT	https://www.pakistantravelblog.com/category/travel-resources/emergency-resources/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-resources/emergency-resources/index.html	(from https://www.pakistantravelblog.com/)
19:55:50	133441/133441	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:50:03%20GMT	https://www.pakistantravelblog.com/category/legal/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/legal/index.html	(from https://www.pakistantravelblog.com/)
19:55:51	117334/117334	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:50:03%20GMT	https://www.pakistantravelblog.com/category/travel-resources/guide-books/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-resources/guide-books/index.html	(from https://www.pakistantravelblog.com/)
19:55:51	119073/119073	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2013:49:53%20GMT	https://www.pakistantravelblog.com/category/travel-resources/news/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/travel-resources/news/index.html	(from https://www.pakistantravelblog.com/)
19:55:51	134580/134580	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2009:42:46%20GMT	https://www.pakistantravelblog.com/category/trip-reports/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/trip-reports/index.html	(from https://www.pakistantravelblog.com/)
19:55:51	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2014:55:49%20GMT	https://www.pakistantravelblog.com/team	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/team	(from https://www.pakistantravelblog.com/)
19:55:52	116216/116216	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2018:11:24%20GMT	https://www.pakistantravelblog.com/store/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/store/index.html	(from https://www.pakistantravelblog.com/)
19:55:52	134923/134923	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2002:40:29%20GMT	https://www.pakistantravelblog.com/category/food-reviews/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/category/food-reviews/index.html	(from https://www.pakistantravelblog.com/)
19:55:53	294510/294510	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2004:59:14%20GMT	https://www.pakistantravelblog.com/list-of-tour-travel-companies-in-islamabad/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/list-of-tour-travel-companies-in-islamabad/index.html	(from https://www.pakistantravelblog.com/)
19:55:53	12074/12074	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2002:19:58%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2013/10/pakistan-travel-blog-s.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2013/10/pakistan-travel-blog-s.jpg	(from https://www.pakistantravelblog.com/)
19:55:53	175629/175629	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2018:11:21%20GMT	https://www.pakistantravelblog.com/k2-base-camp-trek/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/k2-base-camp-trek/index.html	(from https://www.pakistantravelblog.com/)
19:55:54	157648/157648	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2017:44:19%20GMT	https://www.pakistantravelblog.com/things-to-do-in-new-york/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/things-to-do-in-new-york/index.html	(from https://www.pakistantravelblog.com/)
19:55:54	32535/32535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20May%202020%2002:20:00%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2013/10/pakistan-travel-blog-r.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2013/10/pakistan-travel-blog-r.jpg	(from https://www.pakistantravelblog.com/)
19:55:55	131523/131523	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2023:39:19%20GMT	https://www.pakistantravelblog.com/contact/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/contact/index.html	(from https://www.pakistantravelblog.com/)
19:55:55	169365/169365	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2003:22:22%20GMT	https://www.pakistantravelblog.com/things-to-do-in-lahore/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/things-to-do-in-lahore/index.html	(from https://www.pakistantravelblog.com/)
19:55:56	175576/175576	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2014:55:57%20GMT	https://www.pakistantravelblog.com/cart/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/cart/index.html	(from https://www.pakistantravelblog.com/)
19:55:56	11011/11011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jul%202020%2009:45:57%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/06/trekking-Poster-1-480x240.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/06/trekking-Poster-1-480x240.jpg	(from https://www.pakistantravelblog.com/)
19:55:57	209032/209032	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:16:45%20GMT	https://www.pakistantravelblog.com/guestpost/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/guestpost/index.html	(from https://www.pakistantravelblog.com/)
19:55:58	136137/136137	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2006:09:29%20GMT	https://www.pakistantravelblog.com/review-request/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/review-request/index.html	(from https://www.pakistantravelblog.com/)
19:55:58	141856/141856	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2022:01:32%20GMT	https://www.pakistantravelblog.com/invite/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/invite/index.html	(from https://www.pakistantravelblog.com/)
19:55:59	160409/160409	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2022:00:07%20GMT	https://www.pakistantravelblog.com/collaborate/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/collaborate/index.html	(from https://www.pakistantravelblog.com/)
19:55:59	1775/1775	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Jul%202020%2006:16:37%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/07/sustainable-tourism-pakistan-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/07/sustainable-tourism-pakistan-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:00	137896/137896	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2007:22:20%20GMT	https://www.pakistantravelblog.com/store-contact/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/store-contact/index.html	(from https://www.pakistantravelblog.com/)
19:56:01	114109/114109	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2023:38:15%20GMT	https://www.pakistantravelblog.com/about/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/about/index.html	(from https://www.pakistantravelblog.com/)
19:56:01	1866/1866	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2021:03:30%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/06/k2-base-camp-1-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/06/k2-base-camp-1-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:01	109380/109380	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2015:32:16%20GMT	https://www.pakistantravelblog.com/team/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/team/index.html	(from https://www.pakistantravelblog.com/)
19:56:01	152033/152033	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Mar%202024%2003:04:14%20GMT	https://www.pakistantravelblog.com/tips-for-high-altitude-trekking-in-pakistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tips-for-high-altitude-trekking-in-pakistan/index.html	(from https://www.pakistantravelblog.com/)
19:56:02	115808/115808	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2000:00:58%20GMT	https://www.pakistantravelblog.com/author/aimenayub/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/author/aimenayub/index.html	(from https://www.pakistantravelblog.com/)
19:56:02	151197/151197	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2010:59:55%20GMT	https://www.pakistantravelblog.com/24-requests-to-international-travelers-pakistani-tourists/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/24-requests-to-international-travelers-pakistani-tourists/index.html	(from https://www.pakistantravelblog.com/)
19:56:03	146064/146064	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2011:17:43%20GMT	https://www.pakistantravelblog.com/tips-for-trekking-to-k2-base-camp/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/tips-for-trekking-to-k2-base-camp/index.html	(from https://www.pakistantravelblog.com/)
19:56:03	104614/104614	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2000:01:22%20GMT	https://www.pakistantravelblog.com/author/gulzaman/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/author/gulzaman/index.html	(from https://www.pakistantravelblog.com/)
19:56:03	155219/155219	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2010:53:01%20GMT	https://www.pakistantravelblog.com/20-helpful-urdu-phrases-for-travel-in-pakistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/20-helpful-urdu-phrases-for-travel-in-pakistan/index.html	(from https://www.pakistantravelblog.com/)
19:56:03	1922/1922	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jun%202020%2018:55:38%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/06/title-night_view_of_badshahi_mosque_kings_mosque-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/06/title-night_view_of_badshahi_mosque_kings_mosque-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:04	36225/36225	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jun%202020%2005:23:01%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/06/title-green_deosai_plains-480x240.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/06/title-green_deosai_plains-480x240.jpg	(from https://www.pakistantravelblog.com/)
19:56:04	106298/106298	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2000:01:08%20GMT	https://www.pakistantravelblog.com/author/ayesharaza/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/author/ayesharaza/index.html	(from https://www.pakistantravelblog.com/)
19:56:05	154696/154696	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2016:35:11%20GMT	https://www.pakistantravelblog.com/the-6-best-backpacking-spots-in-pakistan/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/the-6-best-backpacking-spots-in-pakistan/index.html	(from https://www.pakistantravelblog.com/)
19:56:05	2308/2308	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2017:00:20%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2021/01/List-of-Tour-Operators-Travel-Companies-in-Islamabad-Tourism-Agency-Ticket-Agents-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2021/01/List-of-Tour-Operators-Travel-Companies-in-Islamabad-Tourism-Agency-Ticket-Agents-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:05	1784/1784	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Feb%202023%2023:31:53%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2023/02/things-to-do-in-lahore-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2023/02/things-to-do-in-lahore-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:06	118949/118949	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2000:00:53%20GMT	https://www.pakistantravelblog.com/author/admin/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/author/admin/index.html	(from https://www.pakistantravelblog.com/)
19:56:06	1731/1731	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2015:45:17%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2023/02/k2-base-camp-trek-2-80x60.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2023/02/k2-base-camp-trek-2-80x60.jpg	(from https://www.pakistantravelblog.com/)
19:56:06	25591/25591	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Dec%202020%2021:41:08%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-480x240.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-480x240.jpg	(from https://www.pakistantravelblog.com/)
19:56:07	238817/238817	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202024%2008:28:14%20GMT	https://www.pakistantravelblog.com/k2-winter-expedition/	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/k2-winter-expedition/index.html	(from https://www.pakistantravelblog.com/)
